,Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,CVM,CVM Normalized,Customer Segment,Churn Risk,Churn Risk Normalized,Adjusted Customer Status
4240,5981-ZVXOT,Female,72,No,0,San Diego,92131,32.89325,-117.087091,0,35,Offer C,Yes,10.73,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.35,3726.15,0.0,0,375.55,4101.7,Stayed,,,0.3824269109804458,0.3953560662922375,High Value,0.11479999999999999,0.40596920576150264,Stayed Safe
4241,5982-FPVQN,Female,40,Yes,1,Camarillo,93012,34.205504,-118.993111,2,37,None,Yes,41.03,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,3532.85,0.0,0,1518.11,5050.96,Stayed,,,0.443189460584237,0.45817288670807427,High Value,0.5883999999999999,0.5128911364970424,Stayed @ Risk
4242,5982-PSMKW,Female,20,Yes,2,North Hollywood,91601,34.1692,-118.372498,1,23,Offer D,Yes,27.97,Yes,Yes,Cable,51.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.1,2198.3,0.0,0,643.31,2841.61,Stayed,,,0.3083915760918359,0.3188177319654309,Low Value,-0.6347999999999999,0.23673635255339326,Stayed Safe
4243,5982-XMDEX,Female,42,No,0,Arvin,93203,35.116307,-118.817644,0,65,Offer B,Yes,33.71,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,26.5,1698.55,0.0,0,2191.15,3889.7,Stayed,,,0.4948034702280566,0.5115318717387943,High Value,-0.6549,0.23219849189506478,Stayed Safe
4244,5985-BEHZK,Female,78,Yes,0,Santa Ana,92705,33.766004,-117.786763,1,72,Offer A,Yes,27.79,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,105.0,7578.05,0.0,0,2000.88,9578.93,Stayed,,,0.6702559576345984,0.6929160872596146,High Value,-0.261,0.32112701494559076,Stayed Safe
4245,5985-TBABQ,Female,45,No,0,West Sacramento,95605,38.592745,-121.540036,0,32,Offer C,Yes,33.45,Yes,Yes,DSL,5.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2282.95,0.0,0,1070.4,3353.35,Stayed,,,0.32070468116140205,0.33154712062604114,Low Value,0.032299999999999995,0.38734365828328887,Stayed Safe
4246,5986-WWXDV,Male,42,No,0,Salton City,92275,33.28156,-115.955541,0,39,None,Yes,48.61,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,19.35,779.2,0.0,0,1895.79,2674.99,Stayed,,,0.3030662594770348,0.31331237612321067,Low Value,-0.2708,0.3189145256693909,Stayed Safe
4247,5989-AXPUC,Female,27,Yes,0,Garden Grove,92840,33.787165,-117.931889,1,68,Offer A,Yes,1.29,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,118.6,7990.05,38.57,0,87.72,8039.2,Stayed,,,0.658518443010717,0.680781748706273,High Value,-0.9247,0.1712873075360094,Stayed Safe
4248,5989-OMNJE,Female,42,Yes,0,Windsor,95492,38.527297,-122.810044,6,24,None,No,,,Yes,DSL,27.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,57.6,1367.75,0.0,0,0.0,1367.75,Stayed,,,0.431524836771931,0.44611390327150363,High Value,-0.6314000000000001,0.23750395087370746,Stayed Safe
4249,5989-PGKJB,Female,40,No,0,San Diego,92121,32.898613,-117.202937,0,16,Offer D,Yes,22.3,No,Yes,Fiber Optic,28.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,1340.1,0.0,0,356.8,1696.9,Stayed,,,0.22192290745552062,0.22942571558787905,Low Value,1.2919999999999998,0.6717388359597235,Stayed @ Risk
4250,5993-BQHEA,Male,42,No,0,San Francisco,94111,37.801776,-122.402293,0,12,None,Yes,16.59,No,No,,,,,,,,,,,One Year,No,Credit Card,-5.0,267.0,0.0,0,199.08,466.08,Stayed,,,0.0835057811811538,0.08632895910959942,Low Value,-0.39440000000000003,0.2910100690838488,Stayed Safe
4251,5993-JSUWV,Female,25,No,0,Columbia,95310,38.085839,-120.37855,0,66,None,Yes,21.37,No,Yes,DSL,30.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,61.15,4017.45,0.0,0,1410.42,5427.87,Stayed,,,0.5437098014190862,0.5620916366541339,High Value,0.03519999999999998,0.38799837449767455,Stayed Safe
4252,5995-LFTLE,Male,39,No,0,Lower Lake,95457,38.925545,-122.549083,0,58,None,Yes,48.78,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,25.3,1474.35,0.0,0,2829.24,4303.59,Stayed,,,0.444057857392467,0.45907064242615997,High Value,-0.46499999999999997,0.27507111572673504,Stayed Safe
4253,5995-OIGLP,Male,42,No,0,Port Costa,94569,38.035707,-122.196821,0,12,None,Yes,7.97,No,Yes,Cable,10.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.65,654.85,0.0,0,95.64,750.49,Churned,Price,Extra data charges,0.15799121807435768,0.1633326125676102,Low Value,0.5246999999999999,0.49850995620174277,Churned
4254,5995-SNNEW,Male,80,Yes,0,Whittier,90605,33.960891,-118.032222,1,23,None,Yes,45.21,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.45,2184.85,0.0,60,1039.83,3284.68,Stayed,,,0.32452102593002363,0.33549248904028,Low Value,0.8124999999999998,0.5634848963742266,Stayed @ Risk
4255,5995-WWKKG,Female,62,No,0,Running Springs,92382,34.186211,-117.07683,0,37,Offer C,Yes,30.17,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.8,695.05,0.0,0,1116.29,1811.34,Stayed,,,0.28952544175516964,0.29931376808809107,Low Value,-0.18020000000000003,0.3393687632636474,Stayed Safe
4256,5996-DAOQL,Male,28,No,0,Penngrove,94951,38.325599,-122.642352,0,1,Offer E,Yes,42.17,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.45,20.45,0.0,0,42.17,62.62,Joined,,,0.03678964401294498,0.03803343467634109,Low Value,1.2460000000000002,0.6613536822142952,Joined @ Risk
4257,5996-EBTKM,Female,46,Yes,1,Lakeside,92040,32.909873,-116.906774,1,67,Offer A,Yes,14.83,Yes,Yes,DSL,24.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,69.9,4615.9,0.0,0,993.61,5609.51,Stayed,,,0.5926369230386733,0.6126728948844442,High Value,-0.19860000000000014,0.3352147017654761,Stayed Safe
4258,5996-NRVXR,Male,68,Yes,0,Los Alamitos,90720,33.79499,-118.065591,2,40,None,Yes,15.15,No,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.15,4116.8,27.89,0,606.0,4694.91,Stayed,,,0.467940816616873,0.4837610408768638,High Value,-0.5624,0.2530816814918499,Stayed Safe
4259,5997-OPVFA,Male,39,Yes,0,Montrose,91020,34.2112,-118.230625,7,72,Offer A,Yes,6.05,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.05,6254.45,0.0,0,435.6,6690.05,Stayed,,,0.8388639796018437,0.8672244384668697,High Value,-1.2215000000000003,0.10428048945681127,Stayed Safe
4260,5998-DZLYR,Female,55,Yes,0,Sutter,95982,39.172777,-121.805845,1,61,Offer B,Yes,25.14,Yes,Yes,Fiber Optic,13.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.35,5703.0,29.88,0,1533.54,7206.66,Stayed,,,0.5799238549863465,0.5995300212232064,High Value,0.06839999999999996,0.3954937463313315,Stayed Safe
4261,5998-VVEJY,Male,34,No,0,Glendora,91741,34.14649,-117.849815,0,26,None,Yes,24.16,Yes,Yes,Fiber Optic,22.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,2088.8,0.0,0,628.16,2716.96,Churned,Other,Moved,0.28539830135071487,0.29504709660527684,Low Value,1.2043,0.6519393145798527,Churned
4262,5999-LCXAO,Female,42,No,0,Orange,92866,33.784597,-117.844535,0,1,None,No,,,Yes,DSL,24.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.9,29.9,0.0,0,0.0,29.9,Joined,,,0.04820711974110033,0.04983691440348144,Low Value,1.4143999999999999,0.699372375491037,Joined @ Risk
4263,6000-APYLU,Male,39,No,0,Valencia,91355,34.43987,-118.644609,0,9,None,Yes,20.34,No,Yes,Fiber Optic,7.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,713.1,0.0,0,183.06,896.16,Churned,Competitor,Competitor offered more data,0.1660424510384855,0.17165604301171597,Low Value,1.5626999999999998,0.7328532081094503,Churned
4264,6000-UKLWI,Male,46,No,0,Sacramento,95842,38.687367,-121.34848,0,41,None,Yes,36.76,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.15,802.35,29.95,0,1507.16,2279.56,Stayed,,,0.3181173253110898,0.32887229100054455,Low Value,-0.6022000000000001,0.24409626585993585,Stayed Safe
4265,6005-OBZPH,Female,68,No,0,San Diego,92126,32.886925,-117.152162,0,26,Offer C,Yes,9.09,Yes,Yes,Fiber Optic,12.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2277.65,0.0,0,236.34,2513.99,Churned,Other,Don't know,0.29584921828706867,0.3058513399534,Low Value,1.1638000000000002,0.6427958639996387,Churned
4266,6007-TCTST,Female,57,Yes,2,Salinas,93901,36.64152,-121.622188,9,72,None,Yes,12.29,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8,8476.5,0.0,0,884.88,9361.38,Stayed,,,0.9338095518289693,0.9653799470615597,High Value,-0.8575999999999998,0.1864360861516233,Stayed Safe
4267,6008-NAIXK,Male,72,No,0,Pine Grove,95665,38.400264,-120.641274,0,54,None,No,,,Yes,DSL,26.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,55.45,2966.95,0.0,0,0.0,2966.95,Stayed,,,0.4523160277739794,0.4676080064637361,High Value,0.27409999999999995,0.44193344471034446,Stayed Safe
4268,6010-DDPPW,Male,61,Yes,0,Newport Coast,92657,33.603282,-117.821841,7,70,Offer A,Yes,9.03,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,25.15,1940.85,0.0,0,632.1,2572.95,Stayed,,,0.7475755890644445,0.7728497541945564,High Value,-1.2379000000000002,0.10057795638235424,Stayed Safe
4269,6013-BHCAW,Male,27,Yes,3,San Jose,95117,37.311088,-121.961786,1,61,None,Yes,32.96,Yes,Yes,DSL,41.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,81.0,4976.15,0.0,0,2010.56,6986.71,Stayed,,,0.5637944051481587,0.5828552641483573,High Value,-0.02839999999999998,0.37363977062356074,Stayed Safe
4270,6015-VVHHE,Female,68,No,0,Los Angeles,90039,34.110845,-118.259595,0,5,None,Yes,41.83,Yes,Yes,Fiber Optic,25.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15,446.05,0.0,0,209.15,655.2,Churned,Dissatisfaction,Service dissatisfaction,0.1407127034048954,0.14546994287844542,Low Value,1.5292999999999999,0.7253126834334219,Churned
4271,6016-LVTJQ,Female,39,Yes,1,Long Beach,90805,33.864622,-118.179626,7,34,None,Yes,9.66,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.65,716.4,0.0,0,328.44,1044.84,Stayed,,,0.48861756909999765,0.5051368365928834,High Value,-0.6282000000000001,0.2382263963516503,Stayed Safe
4272,6016-NXBNJ,Male,53,No,0,Orange Cove,93646,36.633498,-119.298895,0,35,None,Yes,7.74,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.15,638.0,0.0,0,270.9,908.9,Stayed,,,0.27465560569457736,0.2839412100318228,Low Value,-0.37570000000000003,0.2952318598455772,Stayed Safe
4273,6017-PPLPX,Male,47,Yes,0,Daly City,94014,37.691561,-122.445202,1,20,None,Yes,16.49,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,1470.95,0.0,0,329.8,1800.75,Churned,Competitor,Competitor had better devices,0.26231551671507913,0.27118392518457507,Low Value,1.5049,0.7198040366641077,Churned
4274,6022-KOUQO,Female,51,Yes,2,Eagleville,96110,41.280341,-120.150381,4,2,Offer E,No,,,Yes,Cable,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.05,44.75,0.0,0,0.0,44.75,Joined,,,0.17947492979846322,0.18554264934254075,Low Value,1.6302999999999999,0.7481148688309927,Joined @ Risk
4275,6022-UGGSO,Female,70,No,0,Citrus Heights,95610,38.69508,-121.271616,0,32,Offer C,Yes,33.22,No,Yes,Fiber Optic,9.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,Churned,Competitor,Competitor had better devices,0.3202818116899889,0.3311099547102212,Low Value,1.3072,0.675170451979952,Churned
4276,6023-GSSXW,Female,27,Yes,0,Wofford Heights,93285,35.690535,-118.552784,1,69,None,Yes,2.73,No,Yes,DSL,69.0,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.45,4131.2,0.0,0,188.37,4319.57,Stayed,,,0.5965121528425235,0.6166791391293922,High Value,0.08680000000000002,0.3996478078295028,Stayed Safe
4277,6023-YEBUP,Male,32,No,0,Stockton,95210,38.033219,-121.297433,0,3,Offer E,Yes,11.94,Yes,Yes,Cable,30.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.95,329.95,0.0,10,35.82,375.77,Churned,Competitor,Competitor had better devices,0.1481341294802255,0.15314227381326076,Low Value,2.16,0.8677021718517179,Churned
4278,6024-RUGGH,Male,22,Yes,2,San Francisco,94112,37.720498,-122.443119,1,72,None,Yes,28.06,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.2,1798.9,0.0,0,2020.32,3819.22,Stayed,,,0.5738417181523978,0.5932422584526518,High Value,-0.46719999999999995,0.2745744344606493,Stayed Safe
4279,6029-CSMJE,Male,63,No,0,Forest Ranch,95942,40.077028,-121.494168,0,17,None,No,,,Yes,Cable,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.65,440.2,0.0,0,0.0,440.2,Stayed,,,0.15574833249768297,0.16101389912648667,Low Value,1.5147000000000002,0.7220165259403079,Stayed @ Risk
4280,6029-WTIPC,Male,73,No,0,San Diego,92109,32.787836,-117.232376,0,37,Offer C,Yes,38.06,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,3744.05,0.0,0,1408.22,5152.27,Churned,Competitor,Competitor made better offer,0.3877519789719981,0.40086116510571107,High Value,1.1566999999999998,0.641192938095453,Churned
4281,6030-REHUX,Female,76,Yes,0,Fountain Valley,92708,33.712036,-117.950113,6,28,Offer C,Yes,45.67,Yes,Yes,Fiber Optic,8.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.85,3204.4,0.0,0,1278.76,4483.16,Stayed,,,0.524030420435726,0.5417469317464675,High Value,-0.26009999999999994,0.3213302027362622,Stayed Safe
4282,6032-IGALN,Female,35,No,0,Granite Bay,95746,38.749466,-121.184196,0,1,None,No,,,Yes,Cable,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.1,25.1,0.0,0,0.0,25.1,Churned,Competitor,Competitor had better devices,0.042407766990291265,0.043841496129378404,Low Value,2.2158,0.8802998148733462,Churned
4283,6032-KRXXO,Male,33,No,0,San Diego,92130,32.957195,-117.202542,0,30,None,Yes,30.06,No,Yes,Fiber Optic,19.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.25,2755.35,0.0,0,901.8,3657.15,Churned,Competitor,Competitor made better offer,0.3253472507103028,0.3363466469711821,Low Value,1.3403999999999998,0.6826658238136089,Churned
4284,6034-YMTOB,Female,62,No,0,Arcadia,91007,34.128284,-118.047732,0,5,None,Yes,29.75,No,Yes,Fiber Optic,6.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.65,399.45,0.0,0,148.75,548.2,Stayed,,,0.13165121473175623,0.13610210182515942,Low Value,1.2972,0.6729128098613806,Stayed @ Risk
4285,6034-ZRYCV,Female,51,Yes,0,Sacramento,95837,38.691607,-121.602284,1,72,Offer A,No,,,Yes,Cable,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.2,3937.45,0.0,0,0.0,3937.45,Churned,Competitor,Competitor offered more data,0.6088794743552025,0.6294645771920242,High Value,-0.18580000000000005,0.33810448367724744,Churned
4286,6035-BXTTY,Female,69,No,0,Rancho Santa Fe,92067,33.012751,-117.200617,0,32,None,Yes,19.92,No,Yes,DSL,14.0,No,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,54.65,1830.1,0.0,10,637.44,2477.54,Stayed,,,0.2964198915173891,0.3064413066032347,Low Value,0.2777,0.44274619587303016,Stayed Safe
4287,6035-RIIOM,Female,39,No,0,Janesville,96114,40.294034,-120.512622,0,54,None,Yes,31.55,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5129.45,0.0,0,1703.7,6833.15,Stayed,,,0.5027583147211206,0.5197556549936947,High Value,0.6089,0.5175193028401136,Stayed @ Risk
4288,6036-TTFYU,Female,48,Yes,0,Thousand Oaks,91362,34.191842,-118.822796,1,16,None,Yes,46.86,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.6,314.45,26.83,0,749.76,1037.38,Stayed,,,0.17270960942668862,0.17854860584666263,Low Value,-0.014100000000000015,0.3768681988531178,Stayed Safe
4289,6038-GCYEC,Female,25,No,0,Palm Desert,92211,33.762759,-116.324817,0,24,Offer C,No,,,Yes,DSL,52.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.15,1240.25,0.0,0,0.0,1240.25,Churned,Competitor,Competitor had better devices,0.2394777641034991,0.24757406987308203,Low Value,0.47409999999999997,0.4870862870817717,Churned
4290,6040-CGACY,Female,48,No,0,Blairsden Graeagle,96103,39.783747,-120.661032,0,15,None,Yes,39.87,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.6,299.4,0.0,0,598.05,897.45,Stayed,,,0.13435422459243052,0.13889649551185254,Low Value,0.06260000000000003,0.3941843139025601,Stayed Safe
4291,6047-SUHPR,Male,60,Yes,2,Woodlake,93286,36.464635,-119.094348,5,39,None,Yes,13.8,No,Yes,DSL,13.0,Yes,Yes,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,59.8,2343.85,0.0,140,538.2,3022.05,Stayed,,,0.5085035449531552,0.5256951209655247,High Value,-0.3948999999999999,0.2908971869779203,Stayed Safe
4292,6047-YHPVI,Male,56,No,3,Los Angeles,90039,34.110845,-118.259595,0,5,None,Yes,12.6,No,Yes,Fiber Optic,58.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,316.9,0.0,0,63.0,379.9,Churned,Competitor,Competitor had better devices,0.12446243371773251,0.1286702812562192,Low Value,1.7855999999999999,0.783176050932406,Churned
4293,6048-NJXHX,Male,21,Yes,0,Apple Valley,92308,34.424926,-117.184503,1,41,Offer B,Yes,35.46,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.75,899.45,0.0,0,1453.86,2353.31,Stayed,,,0.3489471772283204,0.3607444438966877,Low Value,-0.45330000000000004,0.2777125570054635,Stayed Safe
4294,6048-QBXKL,Female,68,No,0,Madison,95653,38.674276,-121.961866,0,2,Offer E,Yes,31.74,Yes,Yes,DSL,25.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.55,118.25,0.0,0,63.48,181.73,Joined,,,0.0874478630141149,0.09040431552864935,Low Value,2.0591000000000004,0.844922562875333,Joined @ Risk
4295,6048-UWKAL,Female,73,Yes,0,Beale Afb,95903,39.125311,-121.392283,2,69,None,Yes,19.39,Yes,Yes,Fiber Optic,13.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.4,6998.95,0.0,0,1337.91,8336.86,Stayed,,,0.6809256077802501,0.7039464587872997,High Value,-0.5723999999999999,0.2508240393732785,Stayed Safe
4296,6050-FFXES,Female,51,Yes,0,Garden Grove,92844,33.766476,-117.969795,3,69,None,Yes,14.69,Yes,Yes,Fiber Optic,6.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,105.35,7240.65,0.0,50,1013.61,8304.26,Stayed,,,0.7121783291688939,0.7362557775992628,High Value,-0.3446999999999999,0.3022305504131485,Stayed Safe
4297,6050-IJRHS,Female,47,Yes,1,Chino Hills,91709,33.942895,-117.725644,2,70,Offer A,Yes,5.93,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.5,7397.0,0.0,0,415.1,7812.1,Stayed,,,0.689296879640104,0.7126007480576066,High Value,-0.24079999999999993,0.32568745202510496,Stayed Safe
4298,6051-PTVNS,Female,31,Yes,1,Bodfish,93205,35.523991,-118.400432,0,55,Offer B,Yes,27.7,No,No,,,,,,,,,,,One Year,No,Credit Card,19.15,998.1,0.0,0,1523.5,2521.6,Stayed,,,0.4155006761171126,0.4295479950149903,High Value,-0.9134,0.17383844312999505,Stayed Safe
4299,6060-DRTNL,Female,66,No,0,San Jacinto,92583,33.796568,-116.924723,0,5,None,Yes,27.35,No,Yes,Fiber Optic,27.0,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,84.85,415.55,0.0,20,136.75,572.3,Churned,Competitor,Competitor had better devices,0.1427666408374736,0.14759332018385687,Low Value,1.3331,0.6810177450670518,Churned
4300,6060-QBMGV,Male,30,Yes,0,Pasadena,91106,34.139402,-118.128658,9,70,Offer A,Yes,3.51,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.85,1433.8,45.47,0,245.7,1634.03,Stayed,,,0.8037983996950222,0.830973355354871,High Value,-1.4433,0.05420598726689849,Stayed Safe
4301,6061-GWWAV,Male,44,No,1,Fresno,93726,36.793601,-119.761131,0,41,None,Yes,13.76,No,Yes,Cable,11.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,70.2,2894.55,0.0,0,564.16,3458.71,Stayed,,,0.3785876597231719,0.3913870169628064,High Value,-0.1817,0.3390301169458617,Stayed Safe
4302,6061-PQHMK,Female,50,No,0,Los Angeles,90006,34.048013,-118.293953,0,25,None,Yes,1.36,No,No,,,,,,,,,,,One Year,No,Credit Card,19.9,527.5,0.0,0,34.0,561.5,Stayed,,,0.20513921935062368,0.2120746016455677,Low Value,-0.4281,0.2834018151442633,Stayed Safe
4303,6064-PUPMC,Male,59,Yes,2,Loyalton,96118,39.637471,-120.226338,4,23,None,Yes,37.86,No,Yes,DSL,30.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,57.2,1423.35,0.0,0,870.78,2294.13,Stayed,,,0.36137304122864083,0.3735904036615333,Low Value,-0.5799,0.24913080778435004,Stayed Safe
4304,6064-ZATLR,Female,44,No,0,Llano,93544,34.500091,-117.765862,0,27,None,Yes,10.55,No,Yes,DSL,29.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,52.85,1498.65,0.0,0,284.85,1783.5,Stayed,,,0.25903386663020195,0.26779132850465426,Low Value,0.09289999999999998,0.40102496952183136,Stayed Safe
4305,6067-NGCEU,Female,50,No,0,Topanga,90290,34.115192,-118.61017,0,65,None,Yes,41.78,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-3.0,7107.0,0.0,0,2715.7,9822.7,Stayed,,,0.4591616147803759,0.47468503026253617,High Value,0.3356,0.4558179437395583,Stayed Safe
4306,6072-NUQCB,Male,50,Yes,2,Villa Park,92861,33.817473,-117.810462,1,22,Offer D,Yes,37.7,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,20.25,488.25,0.0,0,829.4,1317.65,Stayed,,,0.2157484595717879,0.2230425208995643,Low Value,-0.2985,0.3126608570009482,Stayed Safe
4307,6075-QMNRR,Female,33,No,0,Doyle,96109,40.012675,-120.101857,0,52,Offer B,Yes,38.93,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.75,2535.55,0.0,0,2024.36,4559.91,Stayed,,,0.4313447893401401,0.445927768764922,High Value,0.7162999999999999,0.5417663791935702,Stayed @ Risk
4308,6075-SLNIL,Male,47,No,0,Desert Center,92239,33.889605,-115.257009,0,38,Offer C,Yes,6.71,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.1,3691.2,0.0,0,254.98,3946.18,Stayed,,,0.38754504155461356,0.40064723151224074,High Value,0.7292,0.5446787375265272,Stayed @ Risk
4309,6077-BDPXA,Female,56,No,0,Merced,95340,37.255637,-120.493537,0,3,None,Yes,5.63,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,194.2,0.0,0,16.89,211.09,Joined,,,0.11092161599586732,0.11467167322109961,Low Value,2.3044000000000002,0.9003025240438884,Joined @ Risk
4310,6078-VESFR,Male,78,Yes,0,Vista,92084,33.22784,-117.200024,1,13,None,Yes,36.57,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.45,849.1,0.0,0,475.41,1324.51,Stayed,,,0.21301974206719182,0.22022155044046646,Low Value,1.4269999999999998,0.702217004560437,Stayed @ Risk
4311,6080-LNESI,Male,63,No,0,Hercules,94547,37.991259,-122.214945,0,51,Offer B,Yes,18.07,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,24.75,1234.6,0.0,0,921.57,2156.17,Stayed,,,0.39409757357521613,0.40742129267147703,High Value,-0.8541000000000001,0.18722626089312322,Stayed Safe
